legacy_code,occurred_on,amount,currency,direction,category,label,merchant,project,account,account_raw,card,bill_cycle,installments,cleared,cleared_on,created_at,updated_at
2793,2013-09-28,-10.7,BRL,expense,COMPRAS,MOUSE SEM FIO,,,,,CARTAO CREDITO,xset13,7/6,1,,2023-03-19 19:44:57,
2794,2013-09-28,-93.33,BRL,expense,CUIDADOS,OFTALMOLOGISTA,,,,,CARTAO CREDITO,xset13,3/1,1,,2023-03-19 19:44:57,
2795,2013-09-28,-22.9,BRL,expense,LAR,PANELAS,,,,,HAVAN,,10/3,1,,2023-03-19 19:44:57,
2796,2013-09-28,-0.6,BRL,expense,LAR,PANO DE COZINHA,,,,,HAVAN,,5/3,1,,2023-03-19 19:44:57,
2797,2013-09-28,-3.98,BRL,expense,EMPRESTADO,PIJAMA DIEGO,,,,,HAVAN,,5/1,1,,2023-03-19 19:44:57,
2798,2013-09-28,3.98,BRL,income,EMPRESTADO,PIJAMA DIEGO,,DEPOSITOU 130 EM 10/10/20,,,HAVAN,,5/1,1,,2023-03-19 19:44:57,
2799,2013-09-28,-0.6,BRL,expense,LAR,PORTA DETERGETE,,,,,HAVAN,,5/3,1,,2023-03-19 19:44:57,
2800,2013-09-28,-2.0,BRL,expense,LAR,PORTA ESCOVA DE DENTE,,,,,HAVAN,,5/3,1,,2023-03-19 19:44:57,
2801,2013-09-28,-2.58,BRL,expense,LAR,POTE COM VEDAÇÃO,,,,,HAVAN,,5/1,1,,2023-03-19 19:44:57,
2802,2013-09-28,-2.98,BRL,expense,LAR,POTE DE BOLO,,,,,HAVAN,,5/1,1,,2023-03-19 19:44:57,
2803,2013-09-28,-35.0,BRL,expense,COMPRAS,PRESENTE,PRESENTE MAE,,,,CARTAO CREDITO,xset13,2/2,1,,2023-03-19 19:44:57,
2804,2013-09-28,-2.58,BRL,expense,LAR,RALADOR,,,,,HAVAN,,5/1,1,,2023-03-19 19:44:57,
2805,2013-09-28,-34.66,BRL,expense,ESPORTE,ROUPAS ACADEMIA,,,,,CARTAO CREDITO,xset13,10/6,1,,2023-03-19 19:44:57,
2806,2013-09-28,-9.9,BRL,expense,LAR,SECADOR DE CABELO,,,,,HAVAN,,10/1,1,,2023-03-19 19:44:57,
2807,2013-09-28,-1.99,BRL,expense,LAR,TAPETE,,,,,HAVAN,,10/1,1,,2023-03-19 19:44:57,
2808,2013-09-28,-4.0,BRL,expense,LAR,TOALHA DE MESA,,,,,HAVAN,,5/3,1,,2023-03-19 19:44:57,
2809,2013-09-28,-2.7,BRL,expense,TRANSPORTE,URBS,IR CENTRO TEATRO GUAIRA,,,,,,,1,,2023-03-19 19:44:57,
2810,2013-09-28,-32.0,BRL,expense,VESTUARIO,ZIROKA,,depositou 310 10/10/2013,,,,,6/5,1,,2023-03-19 19:44:57,
2811,2013-09-29,-10.5,BRL,expense,ALIMENTAÇÃO,JANTAR,rockin fejao e arroz,,,,,,,1,,2023-03-19 19:44:57,
2812,2013-09-29,-8.5,BRL,expense,ALIMENTAÇÃO,LANCHE,bobs,,,,,,,1,,2023-03-19 19:44:57,
2813,2013-09-29,4.25,BRL,income,ALIMENTAÇÃO,LANCHE,bos,,,,,,,1,,2023-03-19 19:44:57,
2814,2013-09-29,-1.5,BRL,expense,TRANSPORTE,URBS,ir palladium,,,,,,,1,,2023-03-19 19:44:57,
2815,2013-09-29,-1.5,BRL,expense,TRANSPORTE,URBS,ir palladium,,,,,,,1,,2023-03-19 19:44:57,
2816,2013-09-30,550.0,BRL,income,MORADIA,AJUDA MAE,,depositou 310 10/10/2013,,,,,,1,,2023-03-19 19:44:57,
2817,2013-09-30,-75.0,BRL,expense,CUIDADOS,DENTISTA,,,,,CARTAO CREDITO,xset13,27/4,1,,2023-03-19 19:44:57,
2818,2013-09-30,-25.0,BRL,expense,MORADIA,FCI,THOMAS EDISON,,,,,,,1,,2023-03-19 19:44:57,
2819,2013-09-30,-43.87,BRL,expense,RENDIMENTOS,INSS,FAPAR,,,,,,,1,,2023-03-19 19:44:57,
2820,2013-09-30,50.0,BRL,income,PROVEDOR,NET ADRI,,,,,,,1/1,1,,2023-03-19 19:44:57,
2821,2013-09-30,917.32,BRL,income,RENDIMENTOS,SALÁRIO,PUC,,,,,xset13,,1,,2023-03-19 19:44:57,
2822,2013-09-30,1100.72,BRL,income,RENDIMENTOS,SALÁRIO,PUC,,,,,xset13,,1,,2023-03-19 19:44:57,
2823,2013-09-30,-500.0,BRL,expense,MORADIA,ALUGUEL,THOMAS EDISON,,,,,,,1,,2023-03-19 19:44:57,
2824,2013-09-30,-16.57,BRL,expense,MORADIA,IPTU,,,,,,,10/9,1,,2023-03-19 19:44:57,
2825,2013-09-30,-14.17,BRL,expense,MORADIA,SEGURO INCENDIO,,,,,,,6/3,1,,2023-03-19 19:44:57,
2826,2013-10-01,1146.65,BRL,income,RENDIMENTOS,13 º SALÁRIO,PUC 13º,,,,,,,1,,2023-03-19 19:44:57,
2827,2013-10-01,-1.0,BRL,expense,ALIMENTAÇÃO,ALFACE,,,,,,,,1,,2023-03-19 19:44:57,
2828,2013-10-01,-0.69,BRL,expense,ALIMENTAÇÃO,ALFACE,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2829,2013-10-01,-5.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,frente puc,,,,,,,1,,2023-03-19 19:44:57,
2830,2013-10-01,-4.24,BRL,expense,COMPRAS,ANUIDADE,SEGURO RENNER,,,,,,4/3,1,,2023-03-19 19:44:57,
2831,2013-10-01,-6.0,BRL,expense,ALIMENTAÇÃO,AVEIA,,,,,,,,1,,2023-03-19 19:44:57,
2832,2013-10-01,-1.71,BRL,expense,ALIMENTAÇÃO,BANANA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2833,2013-10-01,-2.85,BRL,expense,ALIMENTAÇÃO,BOLACHA,,,,,,,,1,,2023-03-19 19:44:57,
2834,2013-10-01,-61.52,BRL,expense,ESPORTE,BOMBA,,,,,,,,1,,2023-03-19 19:44:57,
2835,2013-10-01,-6.45,BRL,expense,ALIMENTAÇÃO,CAFÉ,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2836,2013-10-01,-14.0,BRL,expense,LAZER,CARTAO PVC,CARTERINHA,,,,,,,1,,2023-03-19 19:44:57,
2837,2013-10-01,-47.92,BRL,expense,COMPRAS,COMPRA CAROL,,,,,C&A,xout23,5/4,1,,2023-03-19 19:44:57,
2838,2013-10-01,47.92,BRL,income,COMPRAS,COMPRA CAROL,,DEPOSITOU 160 EM 04 11 20,,,C&A,xout23,5/4,1,,2023-03-19 19:44:57,
2839,2013-10-01,-23.2,BRL,expense,PROVEDOR,EQUIPAMENTO ADRI,,,,,CARTAO CREDITO,xnov13,12/2,1,,2023-03-19 19:44:57,
2840,2013-10-01,-23.2,BRL,expense,PROVEDOR,EQUIPAMENTO MAE,,,,,CARTAO CREDITO,xnov13,12/2,1,,2023-03-19 19:44:57,
2841,2013-10-01,-0.7,BRL,expense,ALIMENTAÇÃO,LARANJA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2842,2013-10-01,-2.05,BRL,expense,ALIMENTAÇÃO,LEITE,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2843,2013-10-01,-1.61,BRL,expense,ALIMENTAÇÃO,MAÇA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2844,2013-10-01,-3.69,BRL,expense,ALIMENTAÇÃO,MAIONESE,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2845,2013-10-01,-2.95,BRL,expense,ALIMENTAÇÃO,PÃO FORMA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2846,2013-10-01,-2.22,BRL,expense,ALIMENTAÇÃO,PÃO FRANCES,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2847,2013-10-01,-3.78,BRL,expense,CUIDADOS,PASTA DE DENTE,COMPRADO EM AGOSTO,,,,,,,1,,2023-03-19 19:44:57,
2848,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2849,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2850,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2851,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2852,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2853,2013-10-01,-2.49,BRL,expense,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2854,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2855,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2856,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2857,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2858,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2859,2013-10-01,1.25,BRL,income,ALIMENTAÇÃO,PIPOCA,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2860,2013-10-01,-3.14,BRL,expense,ALIMENTAÇÃO,PRESUNTO,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2861,2013-10-01,-3.4,BRL,expense,ALIMENTAÇÃO,QUEIJO,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2862,2013-10-01,-2.09,BRL,expense,ALIMENTAÇÃO,REFRIGERANTE,COMPRAS 01/10,,,,,,,1,,2023-03-19 19:44:57,
2863,2013-10-01,530.06,BRL,income,RENDIMENTOS,SALÁRIO,FAPAR,,,,,,,1,,2023-03-19 19:44:57,
2864,2013-10-01,-12.0,BRL,expense,TRANSPORTE,TAXI,VIR ATE EM CASA COM O COC,,,,,,,1,,2023-03-19 19:44:57,
2865,2013-10-01,-0.49,BRL,expense,ALIMENTAÇÃO,TOMATE,,,,,,,,1,,2023-03-19 19:44:57,
2866,2013-10-01,-2.7,BRL,expense,TRANSPORTE,URBS,IR ASSISTIR GRAVIDADE,,,,,,,1,,2023-03-19 19:44:57,
2867,2013-10-01,-2.7,BRL,expense,TRANSPORTE,URBS,VOLTAR ASSISTIR GRAVIDADE,,,,,,,1,,2023-03-19 19:44:57,
2868,2013-10-02,-3.39,BRL,expense,ALIMENTAÇÃO,ALMOÇO,REFEITÓRIO PUC,,,,,xnov13,,1,,2023-03-19 19:44:57,
2869,2013-10-02,-13.98,BRL,expense,VESTUARIO,CALÇA SOCIAL,,,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2870,2013-10-02,-7.98,BRL,expense,VESTUARIO,CAMISETA RENNER,,,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2871,2013-10-02,-5.98,BRL,expense,VESTUARIO,CAMISETA RENNER,,,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2872,2013-10-02,-5.18,BRL,expense,EMPRESTADO,CUECAS DIEGO,,,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2873,2013-10-02,5.18,BRL,income,EMPRESTADO,CUECAS DIEGO,,DEPOSITOU 130 EM 10/10/20,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2874,2013-10-02,-32.78,BRL,expense,CUIDADOS,LENTES DE CONTATO,,,,,CARTAO CREDITO,xnov13,10/2,1,,2023-03-19 19:44:57,
2875,2013-10-02,-3.98,BRL,expense,EMPRESTADO,MEIAS DIEGO,,,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2876,2013-10-02,3.98,BRL,income,EMPRESTADO,MEIAS DIEGO,,DEPOSITOU 130 EM 10/10/20,,,RENNER,,5/2,1,,2023-03-19 19:44:57,
2877,2013-10-02,-11.25,BRL,expense,LAR,TRAVESEIRO,TRAVESSEIRO COMPREI NO BI,,,,,,4/4,1,,2023-03-19 19:44:57,
2878,2013-10-03,-17.9,BRL,expense,ALIMENTAÇÃO,ALMOÇO,almoço no caseiro do itál,,,,,,,1,,2023-03-19 19:44:57,
2879,2013-10-03,-13.0,BRL,expense,COMPRAS,CABO HDMI,CABO HDMI QUE DIEGO PEDIU,,,,CARTAO CREDITO,xnov13,,1,,2023-03-19 19:44:57,
2880,2013-10-03,-12.93,BRL,expense,CUIDADOS,COLIRIO,,,,,,,3/1,1,,2023-03-19 19:44:57,
2881,2013-10-03,-18.33,BRL,expense,LAZER,QUEBRA CABEÇA,,,,,CARTAO CREDITO,xnov13,3/3,1,,2023-03-19 19:44:57,
2882,2013-10-03,-18.33,BRL,expense,LAZER,QUEBRA CABEÇA,,,,,CARTAO CREDITO,xnov13,3/3,1,,2023-03-19 19:44:57,
2883,2013-10-03,18.33,BRL,income,LAZER,QUEBRA CABEÇA,,DEPOSITOU 130 EM 10/10/20,,,CARTAO CREDITO,,3/3,1,,2023-03-19 19:44:57,
2884,2013-10-03,-104.0,BRL,expense,PROVEDOR,ROTEADOR VÓ,PAGUEI,,,,,,,1,,2023-03-19 19:44:57,
2885,2013-10-03,104.0,BRL,income,PROVEDOR,ROTEADOR VÓ,ME DEVOLVEU,,,,,,,1,,2023-03-19 19:44:57,
2886,2013-10-03,-2.7,BRL,expense,TRANSPORTE,URBS,IR ATÉ CENTRO,,,,,,,1,,2023-03-19 19:44:57,
2887,2013-10-03,-2.7,BRL,expense,TRANSPORTE,URBS,IR ATÉ DIGIETAL,,,,,,,1,,2023-03-19 19:44:57,
2888,2013-10-03,-2.7,BRL,expense,TRANSPORTE,URBS,VOLTAR P PUC,,,,,,,1,,2023-03-19 19:44:57,
2889,2013-10-04,-4.95,BRL,expense,ALIMENTAÇÃO,ALMOÇO,frente puc,,,,,,,1,,2023-03-19 19:44:57,
2890,2013-10-04,-22.92,BRL,expense,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2891,2013-10-04,11.46,BRL,income,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2892,2013-10-04,-11.5,BRL,expense,LAZER,FOLHA ADESIVA,CARTERINHA,,,,CARTAO CREDITO,xnov13,,1,,2023-03-19 19:44:57,
2893,2013-10-04,5.75,BRL,income,LAZER,FOLHA ADESIVA,,,,,,,,1,,2023-03-19 19:44:57,
2894,2013-10-04,-3.0,BRL,expense,OBRIGAÇÕES,IMPRESSOS,CARTERINHA,,,,,,,1,,2023-03-19 19:44:57,
2895,2013-10-04,-4.8,BRL,expense,ALIMENTAÇÃO,LANCHE,COXINHA NO CENTRO,,,,,,,1,,2023-03-19 19:44:57,
2896,2013-10-04,-11.34,BRL,expense,ALIMENTAÇÃO,LEITE,,,,,,,,1,,2023-03-19 19:44:57,
2897,2013-10-04,-6.99,BRL,expense,ALIMENTAÇÃO,PIZA,,,,,,,,1,,2023-03-19 19:44:57,
2898,2013-10-04,3.5,BRL,income,ALIMENTAÇÃO,PIZA,,,,,,,,1,,2023-03-19 19:44:57,
2899,2013-10-04,-14.8,BRL,expense,TRANSPORTE,TAXI,VOLTAR RODO PERDI BUS,,,,,,,1,,2023-03-19 19:44:57,
2900,2013-10-04,-11.0,BRL,expense,TRANSPORTE,TAXI,IR RODO PERDI BUS,,,,,,,1,,2023-03-19 19:44:57,
2901,2013-10-04,-2.7,BRL,expense,TRANSPORTE,URBS,IR CENTRO TROCAR ROUTER V,,,,,,,1,,2023-03-19 19:44:57,
2902,2013-10-04,-2.7,BRL,expense,TRANSPORTE,URBS,VOLTAR CENTRO TROCAR ROUT,,,,,,,1,,2023-03-19 19:44:57,
2903,2013-10-05,-30.0,BRL,expense,TRANSPORTE,COMBUSTIVEL,IR COMPRAR ENTRADA DREAM,,,,,,,1,,2023-03-19 19:44:57,
2904,2013-10-05,15.0,BRL,income,TRANSPORTE,COMBUSTIVEL,IR COMPRAR ENTRADA DREAM,,,,,,,1,,2023-03-19 19:44:57,
2905,2013-10-05,-20.0,BRL,expense,ALIMENTAÇÃO,PIZA,PIZA COM DIOGO GRE DIEGO,,,,,,,1,,2023-03-19 19:44:57,
2906,2013-10-05,10.0,BRL,income,ALIMENTAÇÃO,PIZA,PIZA COM DIOGO GRE DIEGO,,,,,,,1,,2023-03-19 19:44:57,
2907,2013-10-07,-5.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,frente puc,,,,,,,1,,2023-03-19 19:44:57,
2908,2013-10-08,-9.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,frente puc,,,,,,,1,,2023-03-19 19:44:57,
2909,2013-10-08,-9.0,BRL,expense,LAZER,CINEMA,ELYSIUM,,,,,,,1,,2023-03-19 19:44:57,
2910,2013-10-08,-6.9,BRL,expense,ALIMENTAÇÃO,JANTAR,BATATA FRITA PALLADIUM,,,,,,,1,,2023-03-19 19:44:57,
2911,2013-10-09,-1.19,BRL,expense,ALIMENTAÇÃO,ALFACE,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2912,2013-10-09,-0.95,BRL,expense,ALIMENTAÇÃO,BANANA,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2913,2013-10-09,-30.53,BRL,expense,COMUNICAÇÕES,CLARO,,,,,,,,1,,2023-03-19 19:44:57,
2914,2013-10-09,-4.66,BRL,expense,VESTUARIO,CUECAS,,,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2915,2013-10-09,-35.82,BRL,expense,EMPRESTADO,JAQUETA DIEGO,,,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2916,2013-10-09,35.82,BRL,income,EMPRESTADO,JAQUETA DIEGO,,DEPOSITOU 130 EM 10/10/20,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2917,2013-10-09,-16.18,BRL,expense,VESTUARIO,JAQUETA MOLETON,,,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2918,2013-10-09,-1.25,BRL,expense,ALIMENTAÇÃO,LARANJA,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2919,2013-10-09,-2.63,BRL,expense,ALIMENTAÇÃO,MAÇA,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2920,2013-10-09,-3.8,BRL,expense,ALIMENTAÇÃO,MORTADELA,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2921,2013-10-09,-2.3,BRL,expense,ALIMENTAÇÃO,PÃO FRANCES,COMPRAS 09/10,,,,,,,1,,2023-03-19 19:44:57,
2922,2013-10-10,-3.39,BRL,expense,ALIMENTAÇÃO,ALMOÇO,REFEITÓRIO PUC,,,,,xnov13,,1,,2023-03-19 19:44:57,
2923,2013-10-10,-24.0,BRL,expense,LAR,ESPELHO,,,,,CARTAO CREDITO,xnov13,6/2,1,,2023-03-19 19:44:57,
2924,2013-10-10,-17.5,BRL,expense,LAR,MESINHA,,,,,CARTAO CREDITO,xnov13,6/2,1,,2023-03-19 19:44:57,
2925,2013-10-11,-3.39,BRL,expense,ALIMENTAÇÃO,ALMOÇO,REFEITÓRIO PUC,,,,,xnov13,,1,,2023-03-19 19:44:57,
2926,2013-10-11,-1.67,BRL,expense,ALIMENTAÇÃO,BANANA,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2927,2013-10-11,-0.89,BRL,expense,COMPRAS,CD VIRGEM,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2928,2013-10-11,-0.89,BRL,expense,COMPRAS,CD VIRGEM,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2929,2013-10-11,-15.12,BRL,expense,COMPRAS,CHINELO,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2930,2013-10-11,-14.6,BRL,expense,TRANSPORTE,COMBUSTIVEL,PAGUEI PEDAGIO IDA,,,,,,,1,,2023-03-19 19:44:57,
2931,2013-10-11,7.3,BRL,income,TRANSPORTE,COMBUSTIVEL,PAGUEI PEDAGIO IDA,,,,,,,1,,2023-03-19 19:44:57,
2932,2013-10-11,-28.0,BRL,expense,CUIDADOS,CORTE DE CABELO,,,,,,,,1,,2023-03-19 19:44:57,
2933,2013-10-11,-0.95,BRL,expense,ALIMENTAÇÃO,LARANJA,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2934,2013-10-11,-5.02,BRL,expense,ALIMENTAÇÃO,MAÇA,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2935,2013-10-11,-24.49,BRL,expense,CUIDADOS,PROTETOR,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2936,2013-10-11,12.25,BRL,income,CUIDADOS,PROTETOR,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2937,2013-10-11,-7.19,BRL,expense,CUIDADOS,SABONETE LIQUIDO,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2938,2013-10-11,3.6,BRL,income,CUIDADOS,SABONETE LIQUIDO,COMPRAS 11/10,,,,,,,1,,2023-03-19 19:44:57,
2939,2013-10-11,-2.7,BRL,expense,TRANSPORTE,URBS,ir cortar cabelo,,,,,,,1,,2023-03-19 19:44:57,
2940,2013-10-11,-2.7,BRL,expense,TRANSPORTE,URBS,voltar cortar cabelo,,,,,,,1,,2023-03-19 19:44:57,
2941,2013-10-12,-10.0,BRL,expense,LAR,CASCO GÁS,,,,,,,10/5,1,,2023-03-19 19:44:57,
2942,2013-10-12,-3.2,BRL,expense,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2943,2013-10-12,-3.2,BRL,expense,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2944,2013-10-12,-3.2,BRL,expense,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2945,2013-10-12,-3.2,BRL,expense,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2946,2013-10-12,1.6,BRL,income,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2947,2013-10-12,1.6,BRL,income,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2948,2013-10-12,1.6,BRL,income,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2949,2013-10-12,1.6,BRL,income,LAZER,CERVEJA,,,,,,,,1,,2023-03-19 19:44:57,
2950,2013-10-12,-28.28,BRL,expense,PROVEDOR,CONTA OI,,,,,,,,1,,2023-03-19 19:44:57,
2951,2013-10-12,28.28,BRL,income,PROVEDOR,CONTA OI,,,,,,,,1,,2023-03-19 19:44:57,
2952,2013-10-12,-2.28,BRL,expense,ALIMENTAÇÃO,OLEO AZEITE,,,,,,,,1,,2023-03-19 19:44:57,
2953,2013-10-12,1.14,BRL,income,ALIMENTAÇÃO,OLEO AZEITE,,,,,,,,1,,2023-03-19 19:44:57,
2954,2013-10-13,-20.0,BRL,expense,ALIMENTAÇÃO,ALMOÇO,PRAIA COM MENINOS,,,,,,,1,,2023-03-19 19:44:57,
2955,2013-10-13,-20.0,BRL,expense,LAZER,BEBIDAS,PRAIA COM MENINOS,,,,,,,1,,2023-03-19 19:44:57,
2956,2013-10-13,-10.0,BRL,expense,TRANSPORTE,COMBUSTIVEL,DEI 10 PEDAGIO VOLTA,,,,,,,1,,2023-03-19 19:44:57,
2957,2013-10-13,5.0,BRL,income,TRANSPORTE,COMBUSTIVEL,DEI 10 PEDAGIO VOLTA,,,,,,,1,,2023-03-19 19:44:57,
2958,2013-10-13,-14.8,BRL,expense,ALIMENTAÇÃO,LANCHE,LANCHE RODA D AGUA,,,,,,,1,,2023-03-19 19:44:57,
2959,2013-10-13,7.4,BRL,income,ALIMENTAÇÃO,LANCHE,LANCHE RODA D AGUA,,,,,,,1,,2023-03-19 19:44:57,
2960,2013-10-14,-8.99,BRL,expense,LAR,EXTENSÃO,,,,,,,,1,,2023-03-19 19:44:57,
2961,2013-10-14,-7.7,BRL,expense,ALIMENTAÇÃO,LANCHE,LANCHE NA PADARIA DOIS CO,,,,,,,1,,2023-03-19 19:44:57,
2962,2013-10-14,-2.7,BRL,expense,TRANSPORTE,URBS,ir centro,,,,,,,1,,2023-03-19 19:44:57,
2963,2013-10-14,-2.7,BRL,expense,TRANSPORTE,URBS,voltar centro,,,,,,,1,,2023-03-19 19:44:57,
2964,2013-10-15,-43.72,BRL,expense,MORADIA,AGUA,,,,,,,,1,,2023-03-19 19:44:57,
2965,2013-10-15,-0.98,BRL,expense,ALIMENTAÇÃO,ALFACE,COMPRAS 15/10,,,,,,,1,,2023-03-19 19:44:57,
2966,2013-10-15,-3.39,BRL,expense,ALIMENTAÇÃO,ALMOÇO,REFEITÓRIO PUC,,,,,xnov13,,1,,2023-03-19 19:44:57,
2967,2013-10-15,-1.75,BRL,expense,ALIMENTAÇÃO,BANANA,COMPRAS 15/10,,,,,,,1,,2023-03-19 19:44:57,
2968,2013-10-15,-15.0,BRL,expense,LAZER,CINEMA,GRAVIDADE,,,,,,,1,,2023-03-19 19:44:57,
2969,2013-10-15,-111.0,BRL,expense,COMUNICAÇÕES,INTERNET,NET,,,,,,,1,,2023-03-19 19:44:57,
2970,2013-10-15,-10.5,BRL,expense,ALIMENTAÇÃO,JANTAR,rock in palladium,,,,,,,1,,2023-03-19 19:44:57,
2971,2013-10-15,-0.68,BRL,expense,ALIMENTAÇÃO,LARANJA,COMPRAS 15/10,,,,,,,1,,2023-03-19 19:44:57,
2972,2013-10-15,-32.08,BRL,expense,MORADIA,LUZ,,,,,,,,1,,2023-03-19 19:44:57,
2973,2013-10-15,-3.09,BRL,expense,ALIMENTAÇÃO,PÃO FORMA,COMPRAS 15/10,,,,,,,1,,2023-03-19 19:44:57,
2974,2013-10-15,917.32,BRL,income,RENDIMENTOS,SALÁRIO,PUC,,,,,xout23,,1,,2023-03-19 19:44:57,
2975,2013-10-16,-5.9,BRL,expense,ALIMENTAÇÃO,ALMOÇO,GOSTOSO NA RUA JOCKEY,,,,,,,1,,2023-03-19 19:44:57,
2976,2013-10-16,-11.98,BRL,expense,VESTUARIO,BLUSA AZUL,,,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2977,2013-10-16,-39.8,BRL,expense,EMPRESTADO,JAQUETA CORO DIEGO,,,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2978,2013-10-16,39.8,BRL,income,EMPRESTADO,JAQUETA CORO DIEGO,,DEPOSITOU 130 EM 10/10/20,,,RENNER,,5/4,1,,2023-03-19 19:44:57,
2979,2013-10-17,-3.39,BRL,expense,ALIMENTAÇÃO,ALMOÇO,REFEITÓRIO PUC,,,,,xnov13,,1,,2023-03-19 19:44:57,
2980,2013-10-17,-35.0,BRL,expense,CUIDADOS,DEPILAÇÃO,RO,,,,,,,1,,2023-03-19 19:44:57,
2981,2013-10-17,-5.7,BRL,expense,ALIMENTAÇÃO,LANCHE,CALZONE FAPAR,,,,,,,1,,2023-03-19 19:44:57,
2982,2013-10-18,-1.75,BRL,expense,ALIMENTAÇÃO,AÇUCAR 1KG,COMPRAS 18/10,,,,,,,1,,2023-03-19 19:44:57,
2983,2013-10-18,-1.75,BRL,expense,ALIMENTAÇÃO,AÇUCAR 1KG,COMPRAS 18/10,,,,,,,1,,2023-03-19 19:44:57,
